user_id,item_id,qty,price
12223,601,1,700
34870,5921,1,845
35467,6236,1,766.65
19841,12976,1,999
33741,9450,1,702
25084,16605,1,528
34007,27456,1,1507
5114,22122,1,895
33967,8940,1,748
11570,26953,1,824
33824,5291,1,874
31734,8402,1,897
8054,26297,1,415.15
34961,3704,1,628
32316,22458,1,657
30817,16995,1,1077
1850,4170,1,389
34012,15231,1,618
27793,27294,1,947
16569,5175,1,1218.85
4215,1753,1,534
4022,172,1,857
18332,26015,1,545
28062,24372,1,614
13545,4364,1,869
4694,19408,1,704
33833,21011,1,662
32047,6994,1,999
16054,17451,1,753
8795,8159,1,302
36758,25029,1,412
32025,17709,1,1304
28623,4583,1,991
4612,17398,1,865
35915,2846,1,356.25
25377,23194,1,595
4911,14109,1,572
30702,17488,1,799
4915,10980,1,1000
256,5584,1,643
31370,20771,1,1059
32061,24874,1,402
12314,4029,1,806
31445,26567,1,900.6
32526,22464,1,540
38032,5291,1,830.3
33931,6459,1,883
23016,9507,1,419
37396,13528,1,552
16548,17684,1,827.45
34547,19876,1,316
18547,3072,1,1181
33265,9867,1,794
33963,27455,1,2023.5
7790,24860,1,416
27747,10013,1,502
31130,13039,1,1034
33639,20102,1,528.2
34484,4795,1,924
30802,513,1,1001.3
1730,11767,1,471
32732,24928,1,716
6143,1583,1,719.1
19309,9272,1,819.85
21423,1583,1,803.7
8629,16068,1,408
9890,10621,1,404
14127,23690,1,632
1618,12405,1,837.9
17693,23809,1,806
4233,5292,1,951
35943,22821,1,865
33704,11862,1,717.3
26698,815,1,966
21508,3999,1,976
26747,3421,1,318
6005,17735,1,658
29652,8875,1,746.7
34020,8201,1,310
29107,17338,1,473
13277,4401,1,769
33936,20761,1,665
20557,13351,1,329
30407,13446,1,608
39014,20732,1,604
25513,19006,1,600
14857,19441,1,872
27683,21585,1,1627
22180,19485,1,918
11886,23721,1,649
4373,14470,1,748.6
10413,21922,1,544.35
38087,9543,1,325
31943,5318,1,1248
11785,15088,1,777
31770,21640,1,458.85
33974,7332,1,797
28843,8621,1,1075
27857,10883,1,423
29004,11731,1,422
33959,11007,1,766.65
26476,20180,2,576.23
9887,25488,1,402
11033,1583,1,846
23569,2654,1,309
3807,6596,1,1076.4
34852,722,1,1007
33957,14024,1,469.3
11583,2860,1,318
34030,19190,1,545.3
27675,6178,1,820.8
33957,20866,1,649.8
29492,2168,1,962
2008,4696,1,1097
8636,15448,1,620
18380,9867,1,754.3
29161,3188,1,579
24893,20420,1,593.75
5190,25294,1,621.3
29777,2192,1,430
27874,580,1,381
16397,27986,1,480.7
25489,20924,1,660
26076,20480,2,751.73
29973,272,1,324
28687,1507,1,1176
31526,8325,1,802
34010,139,1,1039
28085,19675,1,748
17546,356,1,870
33954,6129,1,508.5
28430,15038,1,840
15396,25307,1,372
14684,25735,2,1088.7
23649,957,1,845
27698,15227,1,418.95
26486,23194,1,595
15122,16605,1,528
34009,6550,1,1011.75
22670,11466,1,679
25416,14470,1,788
33832,23933,1,429.4
30814,10933,1,543
12385,12254,1,692
25486,7664,1,525
6266,22558,1,1011
17693,1320,1,781
4476,22123,1,894.9
14719,10313,1,1242
6506,24879,1,990
32328,24341,1,1137
4670,5291,1,874
31656,24665,1,523
22358,22123,1,942
31297,26567,1,948
27769,20282,1,418
32323,8392,1,542.7
14857,19484,1,515.85
33958,22351,1,668.8
25892,13377,1,446
27632,8713,1,317
14857,23545,1,1096
28490,21910,1,448
28404,2643,1,552
33243,366,1,736.25
31116,6251,1,864
16569,12489,1,808
32076,5517,1,1317
14127,21467,1,422
23711,7789,1,906
23977,8044,1,765.7
36742,16314,1,721
34328,2134,1,624.15
33957,10828,1,1054
8077,23375,1,954
18562,116,1,854
30866,24727,1,435.1
30163,5271,1,1088.7
2375,7982,1,1152
38602,25629,1,780
28621,8201,1,279
6086,1216,1,701
30092,1444,1,304.95
29276,25181,1,596
32807,6428,1,712
30298,11655,1,818
33963,5808,1,638
30814,10027,1,663
32632,19793,1,751
33962,10828,1,1054
8358,820,1,1362
32742,27155,1,278.1
11493,20066,1,561
34042,4269,1,510.15
25544,6436,1,446
28283,14888,1,803.7
5930,14669,1,583
38251,19206,1,758
4845,5299,1,779.95
18550,8940,1,748
5822,23837,1,521
10009,11827,1,532.95
30365,10314,1,1087
13979,11468,1,380.95
26812,15231,1,618
25764,19101,1,840
30648,24436,1,609
29504,4836,1,960
28234,22944,1,1442
16863,21322,1,692
34053,22432,1,442.7
27790,13690,1,388
31884,25227,1,837.9
29930,9398,1,698
18502,6366,1,1026
39393,5299,1,821
31025,6251,1,864
25649,23345,1,804
28626,17482,1,743
8072,20246,1,425
33872,13747,1,479
39443,12379,1,718
27725,24243,1,900
14029,23938,1,923
2584,18528,1,1171
20434,7,1,460.75
19821,19730,1,1254
14617,12532,1,655
15932,25735,1,1146
19835,15908,1,946
32928,15355,1,651
36149,10871,1,466
32047,6121,1,426
20453,3692,1,1082
15521,16626,1,658
2976,15617,1,757
12728,18299,1,466
27289,2399,1,307.8
24447,10051,1,530
9127,23809,1,806
30648,8881,1,528
18368,27690,1,440
33957,18242,1,853.1
17123,2068,1,598
19861,12241,1,1187
34972,11826,1,907.25
29962,6229,1,786
21839,14088,1,391
25123,20072,1,674.5
18937,19590,1,914
24300,20500,1,881
25930,4833,1,1008
24415,289,1,789
26601,24259,1,1022
19718,19655,1,734
4391,14186,1,411
14202,15158,1,585
27689,16267,1,528.2
32856,21011,1,662
23396,11585,1,422
34721,5009,1,716
9527,8269,1,702.05
27303,527,1,320
13104,25181,1,596
13760,18483,1,791
18547,5018,1,872
24347,11355,1,939
34041,14268,1,1067.8
1205,19194,1,1217
33932,9350,1,509
37123,22122,1,895
18126,5587,1,517.75
4527,27193,1,1040
11166,6099,1,428.45
35635,6428,1,712
29911,27690,1,440
22294,16775,1,1105
22800,21913,1,523
36165,12469,1,1026
19835,25654,1,1125
28286,494,1,648
11466,16440,1,328
27950,8243,1,579.5
30671,19793,1,751
6906,21577,1,531
39388,10539,1,426.55
32669,12599,1,1003
33597,19580,1,792
8430,17129,1,1032
6371,24746,1,529.15
28302,4147,1,635
33354,9732,1,691
1756,27795,1,989
16259,27193,1,1040
22338,8544,1,423.7
23138,9195,1,590.9
31955,874,1,940.5
32917,19477,1,1047
37553,8364,1,614
13680,25489,1,425.7
24666,4617,1,461
33967,22434,1,660
20649,15574,1,1129.55
12220,15156,1,320.15
30707,4242,1,551
26454,19016,1,1158
11209,12590,1,766
2593,17464,1,459
5351,3878,1,987
19083,14449,1,613.8
21945,19254,1,936
29419,7341,1,486
2283,16197,1,934
11456,16927,1,425
39385,23556,1,874
23833,1427,1,536
5646,14559,1,406
17693,10144,1,414
18066,5921,1,845
33943,6651,1,848
26301,26569,1,728.65
4120,16962,1,538
21778,23666,1,1386
26837,19400,1,998.45
4947,22641,1,919
34867,3722,1,450.3
30032,10757,1,914.85
39407,6182,1,419
34640,24544,1,400
33072,4865,1,683.05
30911,9398,1,663.1
10772,474,1,928
32461,21289,1,587.1
33939,27306,1,885
30510,17683,1,854
13396,11468,1,401
33557,19098,1,927.2
3931,19872,1,954
34040,2918,1,586
12314,27017,1,712.5
37685,15344,1,826
26663,26569,1,767
24713,8201,1,310
30163,9970,1,401
20956,17471,1,878
28404,27728,1,562
4695,21385,1,438
37396,1809,1,557
33552,9083,1,646
22615,17530,1,784
18207,4510,1,492.3
23436,11325,1,644
31712,11163,1,748.8
4132,9757,1,836.95
33713,24445,1,660.6
4911,17481,1,580
27090,27211,1,1471.55
34972,24352,1,848
27170,4510,1,547
6762,20481,1,805.6
17085,11720,1,721
5918,4355,1,472
12341,13256,1,417
9290,9543,1,325
22180,16901,1,999
6529,14701,1,340
1939,18729,1,708.7
8811,16962,1,538
36742,27406,1,1229
31208,1229,1,552
4536,2853,1,318
22432,4617,1,437.95
27834,8852,1,1051
27981,9793,1,746
33980,27149,1,688
9942,5066,1,1093
34027,11412,1,606.1
16091,19544,1,785
27426,24496,1,1140
1695,22648,1,586
18893,6029,1,415
28302,17896,1,1044.05
33962,3909,1,412
27170,16840,1,729
2476,22076,1,483
